Date,Name,Year,Letterboxd URI
2024-09-22,Civil War,2024,https://boxd.it/z1jW
2024-09-22,Sharp Objects,2018,https://boxd.it/j3NM
2024-10-05,Atonement,2007,https://boxd.it/24ui
2024-10-06,Aliens,1986,https://boxd.it/29PA
2024-10-07,Taste of Cherry,1997,https://boxd.it/1m8W
2024-10-13,Stree 2,2024,https://boxd.it/G5Cs
2024-10-20,The Circle,2000,https://boxd.it/1PbA
2024-10-21,Gargi,2022,https://boxd.it/ALXU
2024-10-21,Talvar,2015,https://boxd.it/bTxg
2024-10-21,Montage,2013,https://boxd.it/5SR8
2024-10-27,Meiyazhagan,2024,https://boxd.it/GYue
2024-11-01,Vettaiyan,2024,https://boxd.it/FnTu
2024-11-18,Ante... Sundaraniki!,2022,https://boxd.it/vu0w
2024-12-07,10 Cloverfield Lane,2016,https://boxd.it/aZiu
2024-12-15,Sookshmadarshini,2024,https://boxd.it/zRX0
2024-12-15,The Adamant Girl,2024,https://boxd.it/FwMs
2024-12-15,Viduthalai: Part I,2023,https://boxd.it/tzzM
2024-12-16,Kishkindha Kaandam,2024,https://boxd.it/CLOM
2024-12-28,Take Shelter,2011,https://boxd.it/DQ
2024-12-28,Anora,2024,https://boxd.it/Egcw
2024-12-28,Girls Will Be Girls,2024,https://boxd.it/FVUw
2024-12-28,Nayakan,1987,https://boxd.it/1meA
2024-12-28,The Last 10 Years,2022,https://boxd.it/x57m
2024-12-29,Asako I & II,2018,https://boxd.it/hyNk
2024-12-29,The Imitation Game,2014,https://boxd.it/6aig
2025-01-11,Nirangal Moondru,2024,https://boxd.it/yKnW
2025-01-11,How to Make Millions Before Grandma Dies,2024,https://boxd.it/FLa4
2025-01-12,Yuni,2021,https://boxd.it/tXkw
2025-01-13,Dahaad,2023,https://boxd.it/GyFA
2025-01-15,The Raid 2,2014,https://boxd.it/5uz0
2025-01-18,Beyond the Infinite Two Minutes,2020,https://boxd.it/ujVk
2025-02-01,A Real Pain,2024,https://boxd.it/CjNG
2025-02-09,Vidaamuyarchi,2025,https://boxd.it/zQjS
2025-03-08,Kai Po Che!,2013,https://boxd.it/5cWU
2025-03-24,Dragon,2025,https://boxd.it/Mxns
2025-03-24,Nilavuku En Mel Ennadi Kobam,2025,https://boxd.it/Ko9C
2025-03-24,Officer on Duty,2025,https://boxd.it/MSnS
2025-03-24,Adolescence,2025,https://boxd.it/TFGw
2025-03-29,The Wind Rises,2013,https://boxd.it/4JQS
2025-04-02,Mouna Raagam,1986,https://boxd.it/2SpW
2025-04-02,Santosh,2024,https://boxd.it/KRli
2025-04-02,Karwaan,2018,https://boxd.it/jp58
2025-04-26,Veera Dheera Sooran: Part 2,2025,https://boxd.it/JsRc
2025-04-26,Barfi!,2012,https://boxd.it/4aL4
2025-04-27,Life of Pi,2012,https://boxd.it/37pC
2025-05-01,The Revenant,2015,https://boxd.it/8H5e
2025-05-01,Court: State vs. A Nobody,2025,https://boxd.it/SHmm
2025-05-19,Irugapatru,2023,https://boxd.it/EEGA
2025-05-19,Tourist Family,2025,https://boxd.it/RNEO
2025-05-19,Superboys of Malegaon,2024,https://boxd.it/KyOU
2025-05-19,Good Bad Ugly,2025,https://boxd.it/M11k
2025-06-02,HIT: The First Case,2020,https://boxd.it/pifM
2025-06-02,HIT: The 2nd Case,2022,https://boxd.it/uzQq
2025-06-02,HIT: The Third Case,2025,https://boxd.it/E7vu
2025-06-02,Retro,2025,https://boxd.it/MfqS
2025-06-07,Thug Life,2025,https://boxd.it/DxWY
2025-07-21,Thupparivaalan,2017,https://boxd.it/esI8
2025-07-21,Kuberaa,2025,https://boxd.it/IpbA
2025-07-21,Dear Zindagi,2016,https://boxd.it/eAiM
2025-08-02,Casino Royale,2006,https://boxd.it/1alk
2025-08-02,Quantum of Solace,2008,https://boxd.it/1Vs8
2025-08-02,Skyfall,2012,https://boxd.it/17Fc
2025-08-11,3BHK,2025,https://boxd.it/Nn64
2025-08-18,Khauf,2025,https://boxd.it/Ux8o
2025-08-18,Mandala Murders,2025,https://boxd.it/WYwQ
2025-08-31,Superman,2025,https://boxd.it/E9IU
2025-08-31,F1,2025,https://boxd.it/yjVM
2025-09-05,Lokah Chapter 1: Chandra,2025,https://boxd.it/NelO
2025-09-12,Madharaasi,2025,https://boxd.it/Nu7S
2025-09-14,Coolie,2025,https://boxd.it/HDVK
2025-09-14,Saiyaara,2025,https://boxd.it/Lb84
2025-09-15,The Hunt,2012,https://boxd.it/3wEC
2025-10-02,A Touch of Sin,2013,https://boxd.it/5Fvo
2025-10-02,Still Life,2006,https://boxd.it/26Tk
2025-10-03,A Silent Voice: The Movie,2016,https://boxd.it/d99c
2025-10-03,I Want to Eat Your Pancreas,2018,https://boxd.it/ie6C
2025-10-12,Sinners,2025,https://boxd.it/KQMM
2025-10-12,Burning,2018,https://boxd.it/hHUa
2025-11-03,Task,2025,https://boxd.it/Xwl8
2025-11-09,Kiss,2025,https://boxd.it/Nysq
2025-11-10,Baramulla,2025,https://boxd.it/YdUU
2025-11-30,The Man Who Knew Infinity,2015,https://boxd.it/bTpm
2025-12-07,Sister Midnight,2024,https://boxd.it/MBDY
2025-12-07,The Girlfriend,2025,https://boxd.it/Jojq
2025-12-07,Left-Handed Girl,2025,https://boxd.it/BLDW
2025-12-13,We Live in Time,2024,https://boxd.it/FC5u
2025-12-13,Kaantha,2025,https://boxd.it/LChi
2025-12-13,Short Term 12,2013,https://boxd.it/5f6s
2025-12-13,Perfect Blue,1997,https://boxd.it/1W7A
2025-12-15,Aaromaley,2025,https://boxd.it/VkiM
2025-12-21,Silence,2016,https://boxd.it/2cAo
2025-12-21,Homebound,2025,https://boxd.it/KDDs
2026-01-03,Thevar Magan,1992,https://boxd.it/8pM
2026-01-03,"Sorry, Baby",2025,https://boxd.it/JKNi
2026-01-04,Eko,2025,https://boxd.it/EuuY
2026-01-05,About Time,2013,https://boxd.it/43bI
2026-01-12,Sore: A Wife from the Future,2025,https://boxd.it/RjY0
2026-01-16,Parasakthi,2026,https://boxd.it/AsJk
2026-01-18,Mask,2025,https://boxd.it/Oa34
2026-01-19,The Substance,2024,https://boxd.it/zanS
2026-01-19,Gia,1998,https://boxd.it/1NUo
2026-01-19,It Was Just an Accident,2025,https://boxd.it/TX2k
2026-01-25,Angammal,2024,https://boxd.it/QJO4
2026-01-27,Thalaivar Thambi Thalaimaiyil,2026,https://boxd.it/wMLs
2026-02-01,Sarvam Maya,2025,https://boxd.it/UEUa
2026-02-14,Dhurandhar,2025,https://boxd.it/NhCI
2026-03-01,Hamnet,2025,https://boxd.it/woVy
2026-03-07,One Battle After Another,2025,https://boxd.it/DUHM
2026-03-08,With Love,2026,https://boxd.it/W6Rq
2026-03-08,Train Dreams,2025,https://boxd.it/LdDo
2026-03-22,The Secret Agent,2025,https://boxd.it/KkUE
2026-03-22,Tremors,1990,https://boxd.it/1YSe
2026-04-06,Oru Jaathi Jaathakam,2025,https://boxd.it/HuJA
2026-04-25,Ohm Shanthi Oshaana,2014,https://boxd.it/7AF8
2026-04-27,Mumbai Police,2013,https://boxd.it/5LJQ
2026-05-06,Kedi Billa Killadi Ranga,2013,https://boxd.it/5uHS
2026-05-06,Sunny,2011,https://boxd.it/2FoG
2026-05-06,Contact,1997,https://boxd.it/29OM
2026-05-17,Karuppu,2026,https://boxd.it/QE3M
2026-05-17,Love Insurance Kompany,2026,https://boxd.it/JTYO
2026-05-17,The Matrix,1999,https://boxd.it/2a1m
2026-05-24,Whisper of the Heart,1995,https://boxd.it/17uy
2026-05-24,Gifted,2017,https://boxd.it/e5dG
2026-05-24,I Saw the Devil,2010,https://boxd.it/FaK
2026-06-01,Kara,2026,https://boxd.it/T1NW
2026-06-01,Blast,2026,https://boxd.it/WpcG
2026-06-08,The Motorcycle Diaries,2004,https://boxd.it/28nU
2026-06-08,Thattathin Marayathu,2012,https://boxd.it/3YPo
2026-06-29,29,2026,https://boxd.it/Wcjk
